id,Date,Type,SourceSystem,billable,daily_entries,daily_datasize_GB,daily_ingestion_cost,daily_retention_cost,daily_logging_cost,Retention Days (param),Retention Cost (param),Ingestion Cost (param)
94,2022-10-29T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1715540,1.687973004,8.81121908,0.59894564,9.41016472,180,0.12,5.22
95,2022-11-03T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1645180,1.616762337,8.439499401,0.573677867,9.013177268,180,0.12,5.22
96,2022-10-22T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1594098,1.567121054,8.180371902,0.556063587,8.736435488,180,0.12,5.22
97,2022-11-02T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1579266,1.551395909,8.098286644,0.550483813,8.648770457,180,0.12,5.22
98,2022-10-23T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1562353,1.53574889,8.016609204,0.544931761,8.561540965,180,0.12,5.22
99,2022-12-08T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1544977,1.517408836,7.920874122,0.538424136,8.459298258,180,0.12,5.22
100,2022-10-24T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1533879,1.507511616,7.869210634,0.534912293,8.404122927,180,0.12,5.22
101,2022-11-01T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1507972,1.481798199,7.734986599,0.525788368,8.260774967,180,0.12,5.22
102,2022-10-30T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1483121,1.457251037,7.606850411,0.517078266,8.123928677,180,0.12,5.22
103,2022-11-04T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1460766,1.435404056,7.492809171,0.509326274,8.002135445,180,0.12,5.22
104,2022-10-26T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1433230,1.408173242,7.350664322,0.499663929,7.850328251,180,0.12,5.22
105,2022-12-07T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1415914,1.391174628,7.26193156,0.493632289,7.755563849,180,0.12,5.22
106,2022-12-09T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1348058,1.324291929,6.912803868,0.469900215,7.382704082,180,0.12,5.22
107,2022-10-25T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1294250,1.270922497,6.634215434,0.45096307,7.085178504,180,0.12,5.22
108,2022-12-10T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1281562,1.259741549,6.575850888,0.44699572,7.022846608,180,0.12,5.22
109,2022-12-12T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1253434,1.230904838,6.425323255,0.436763553,6.862086808,180,0.12,5.22
110,2022-12-05T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1238881,1.216183046,6.3484755,0.4315398,6.7800153,180,0.12,5.22
111,2022-12-03T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1169042,1.147896661,5.992020573,0.407309654,6.399330227,180,0.12,5.22
112,2022-12-06T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1159987,1.139144229,5.946332874,0.404204017,6.350536892,180,0.12,5.22
113,2022-12-01T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1160905,1.139007174,5.945617446,0.404155386,6.349772831,180,0.12,5.22
114,2022-12-13T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1142712,1.122231899,5.858050512,0.398202993,6.256253505,180,0.12,5.22
115,2022-12-02T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1143431,1.12183709,5.855989609,0.398062903,6.254052511,180,0.12,5.22
116,2022-12-11T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,1015789,0.997943756,5.209266407,0.354101671,5.563368079,180,0.12,5.22
117,2022-11-30T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,927258,0.909129127,4.745654042,0.322587462,5.068241504,180,0.12,5.22
118,2022-12-04T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,919745,0.902934453,4.713317842,0.320389397,5.033707239,180,0.12,5.22
119,2023-01-18T00:00:00Z,SecurityEvent,OpsManager,TRUE,1132802,0.84866166,4.430013866,0.301131712,4.731145579,180,0.12,5.22
120,2022-11-10T00:00:00Z,SecurityEvent,OpsManager,TRUE,815474,0.784437426,4.094763366,0.278342945,4.37310631,180,0.12,5.22
121,2022-10-27T00:00:00Z,Syslog,Linux,TRUE,2471113,0.722750081,3.772755421,0.256454344,4.029209765,180,0.12,5.22
122,2022-10-28T00:00:00Z,Syslog,Linux,TRUE,2466509,0.722693035,3.772457645,0.256434103,4.028891747,180,0.12,5.22
123,2022-10-22T00:00:00Z,Syslog,Linux,TRUE,2470870,0.71585619,3.736769311,0.254008176,3.990777487,180,0.12,5.22
124,2022-10-31T00:00:00Z,Syslog,Linux,TRUE,2425373,0.707176893,3.691463381,0.25092849,3.942391871,180,0.12,5.22
125,2022-10-24T00:00:00Z,Syslog,Linux,TRUE,2435695,0.705929631,3.684952676,0.250485922,3.935438598,180,0.12,5.22
126,2022-10-29T00:00:00Z,Syslog,Linux,TRUE,2408683,0.70441387,3.677040403,0.249948083,3.926988486,180,0.12,5.22
127,2022-10-23T00:00:00Z,Syslog,Linux,TRUE,2434846,0.704358174,3.676749666,0.24992832,3.926677986,180,0.12,5.22
128,2022-10-30T00:00:00Z,Syslog,Linux,TRUE,2388870,0.697684534,3.641913267,0.247560304,3.889473571,180,0.12,5.22
129,2022-10-26T00:00:00Z,Syslog,Linux,TRUE,2374865,0.69151481,3.609707306,0.245371093,3.855078399,180,0.12,5.22
130,2022-11-01T00:00:00Z,Syslog,Linux,TRUE,2373552,0.687935608,3.591023871,0.24410108,3.835124951,180,0.12,5.22
131,2022-11-02T00:00:00Z,Syslog,Linux,TRUE,2338988,0.679116119,3.54498614,0.240971649,3.785957789,180,0.12,5.22
132,2022-11-03T00:00:00Z,Syslog,Linux,TRUE,2258275,0.654248782,3.415178639,0.23214794,3.647326579,180,0.12,5.22
133,2022-11-04T00:00:00Z,Syslog,Linux,TRUE,2184559,0.629587114,3.286444735,0.223397208,3.509841943,180,0.12,5.22
134,2023-01-18T00:00:00Z,Syslog,Linux,TRUE,2094907,0.608471445,3.176220942,0.215904708,3.39212565,180,0.12,5.22
135,2022-10-25T00:00:00Z,Syslog,Linux,TRUE,2083889,0.604202896,3.153939119,0.214390094,3.368329213,180,0.12,5.22
136,2022-12-12T00:00:00Z,Syslog,Linux,TRUE,1762453,0.509962798,2.662005806,0.180950758,2.842956564,180,0.12,5.22
137,2022-12-10T00:00:00Z,Syslog,Linux,TRUE,1764010,0.508685366,2.655337612,0.180497485,2.835835097,180,0.12,5.22
138,2022-12-11T00:00:00Z,Syslog,Linux,TRUE,1757644,0.506311224,2.642944588,0.179655065,2.822599653,180,0.12,5.22
139,2022-12-09T00:00:00Z,Syslog,Linux,TRUE,1749628,0.505324346,2.637793086,0.17930489,2.817097976,180,0.12,5.22
140,2022-12-13T00:00:00Z,Syslog,Linux,TRUE,1711771,0.496013393,2.58918991,0.176001072,2.765190982,180,0.12,5.22
141,2022-12-07T00:00:00Z,Syslog,Linux,TRUE,1707744,0.494642577,2.582034252,0.175514664,2.757548917,180,0.12,5.22
142,2022-12-08T00:00:00Z,Syslog,Linux,TRUE,1667294,0.480570467,2.508577839,0.170521439,2.679099278,180,0.12,5.22
143,2022-11-08T00:00:00Z,SecurityEvent,OpsManager,TRUE,573542,0.478804126,2.49935754,0.169894686,2.669252226,180,0.12,5.22
144,2022-12-06T00:00:00Z,Syslog,Linux,TRUE,1623935,0.469734629,2.452014762,0.166676545,2.618691306,180,0.12,5.22
145,2022-11-09T00:00:00Z,SecurityEvent,OpsManager,TRUE,516986,0.46683582,2.436882981,0.165647957,2.602530938,180,0.12,5.22
146,2022-11-04T00:00:00Z,SecurityEvent,OpsManager,TRUE,557128,0.453569043,2.367630407,0.160940489,2.528570896,180,0.12,5.22
147,2022-12-01T00:00:00Z,Syslog,Linux,TRUE,1547911,0.447248047,2.334634806,0.158697602,2.493332408,180,0.12,5.22
148,2022-12-14T00:00:00Z,CommonSecurityLog,OpsManager,TRUE,449965,0.442106968,2.307798372,0.156873386,2.464671758,180,0.12,5.22
149,2022-11-03T00:00:00Z,SecurityEvent,OpsManager,TRUE,530822,0.441169445,2.302904505,0.156540724,2.459445229,180,0.12,5.22
150,2022-11-11T00:00:00Z,SecurityEvent,OpsManager,TRUE,475112,0.43465996,2.26892499,0.154230955,2.423155944,180,0.12,5.22
151,2022-12-02T00:00:00Z,Syslog,Linux,TRUE,1506097,0.434342511,2.267267907,0.154118314,2.421386221,180,0.12,5.22
152,2022-12-05T00:00:00Z,Syslog,Linux,TRUE,1504898,0.4342549,2.266810576,0.154087227,2.420897803,180,0.12,5.22
153,2022-11-06T00:00:00Z,SecurityEvent,OpsManager,TRUE,549359,0.433889433,2.264902839,0.153957548,2.418860387,180,0.12,5.22
154,2022-12-03T00:00:00Z,Syslog,Linux,TRUE,1494085,0.430842023,2.248995362,0.152876231,2.401871593,180,0.12,5.22
155,2022-11-07T00:00:00Z,SecurityEvent,OpsManager,TRUE,532119,0.424565579,2.216232321,0.150649152,2.366881474,180,0.12,5.22
156,2023-01-17T00:00:00Z,SecurityEvent,OpsManager,TRUE,478754,0.423065818,2.208403569,0.15011699,2.35852056,180,0.12,5.22
157,2022-11-14T00:00:00Z,SecurityEvent,OpsManager,TRUE,461707,0.42146442,2.200044272,0.149548764,2.349593036,180,0.12,5.22
158,2022-11-19T00:00:00Z,SecurityEvent,OpsManager,TRUE,464043,0.420192609,2.193405417,0.149097486,2.342502903,180,0.12,5.22
159,2022-11-05T00:00:00Z,SecurityEvent,OpsManager,TRUE,528033,0.41853372,2.184746019,0.14850886,2.333254879,180,0.12,5.22
160,2022-12-04T00:00:00Z,Syslog,Linux,TRUE,1449344,0.4171207,2.177370053,0.148007476,2.325377529,180,0.12,5.22
161,2022-11-30T00:00:00Z,Syslog,Linux,TRUE,1439117,0.417112815,2.177328895,0.148004679,2.325333574,180,0.12,5.22
162,2022-11-18T00:00:00Z,SecurityEvent,OpsManager,TRUE,459963,0.416411438,2.173667706,0.147755808,2.321423514,180,0.12,5.22
163,2022-11-17T00:00:00Z,SecurityEvent,OpsManager,TRUE,455566,0.413604003,2.159012898,0.146759642,2.30577254,180,0.12,5.22
164,2022-11-13T00:00:00Z,SecurityEvent,OpsManager,TRUE,452507,0.410051407,2.140468346,0.14549907,2.285967416,180,0.12,5.22
165,2022-11-15T00:00:00Z,SecurityEvent,OpsManager,TRUE,449236,0.407331953,2.126272794,0.144534123,2.270806916,180,0.12,5.22
166,2022-10-24T00:00:00Z,SecurityEvent,OpsManager,TRUE,482957,0.403495379,2.106245877,0.143172786,2.249418663,180,0.12,5.22
167,2022-11-12T00:00:00Z,SecurityEvent,OpsManager,TRUE,446361,0.402447658,2.100776773,0.142801022,2.243577795,180,0.12,5.22
168,2022-11-16T00:00:00Z,SecurityEvent,OpsManager,TRUE,435563,0.391616681,2.044239073,0.138957852,2.183196926,180,0.12,5.22
169,2023-01-11T00:00:00Z,SecurityEvent,OpsManager,TRUE,382932,0.390698168,2.039444434,0.138631935,2.178076369,180,0.12,5.22
170,2022-11-20T00:00:00Z,SecurityEvent,OpsManager,TRUE,436352,0.389647508,2.033959992,0.138259128,2.17221912,180,0.12,5.22
171,2022-11-23T00:00:00Z,SecurityEvent,OpsManager,TRUE,428363,0.38467848,2.008021667,0.136495962,2.144517628,180,0.12,5.22
172,2022-12-09T00:00:00Z,SecurityEvent,OpsManager,TRUE,426524,0.384467076,2.006918135,0.136420949,2.143339083,180,0.12,5.22
173,2022-12-07T00:00:00Z,SecurityEvent,OpsManager,TRUE,426495,0.383256714,2.000600047,0.135991475,2.136591521,180,0.12,5.22
174,2022-12-01T00:00:00Z,SecurityEvent,OpsManager,TRUE,426782,0.383128431,1.999930408,0.135945956,2.135876364,180,0.12,5.22
175,2022-11-24T00:00:00Z,SecurityEvent,OpsManager,TRUE,426228,0.38253421,1.996828574,0.135735107,2.132563682,180,0.12,5.22
176,2022-11-21T00:00:00Z,SecurityEvent,OpsManager,TRUE,427704,0.382408151,1.99617055,0.135690378,2.131860928,180,0.12,5.22
177,2022-12-10T00:00:00Z,SecurityEvent,OpsManager,TRUE,425976,0.382309658,1.995656412,0.135655429,2.131311841,180,0.12,5.22
178,2022-12-05T00:00:00Z,SecurityEvent,OpsManager,TRUE,425091,0.381357695,1.990687168,0.135317643,2.126004811,180,0.12,5.22
179,2022-11-29T00:00:00Z,SecurityEvent,OpsManager,TRUE,424137,0.380631572,1.986896804,0.135059992,2.121956796,180,0.12,5.22
180,2022-11-22T00:00:00Z,SecurityEvent,OpsManager,TRUE,422445,0.378767925,1.97716857,0.134398712,2.111567282,180,0.12,5.22
181,2022-12-03T00:00:00Z,SecurityEvent,OpsManager,TRUE,422598,0.378325195,1.974857518,0.134241617,2.109099136,180,0.12,5.22
182,2022-11-25T00:00:00Z,SecurityEvent,OpsManager,TRUE,421573,0.377812023,1.972178762,0.134059528,2.10623829,180,0.12,5.22
183,2023-01-17T00:00:00Z,Syslog,Linux,TRUE,1310177,0.377442281,1.970248706,0.133928332,2.104177037,180,0.12,5.22
184,2022-11-28T00:00:00Z,SecurityEvent,OpsManager,TRUE,421090,0.377315074,1.969584687,0.133883195,2.103467882,180,0.12,5.22
185,2022-11-26T00:00:00Z,SecurityEvent,OpsManager,TRUE,420443,0.376675415,1.966245666,0.133656224,2.099901889,180,0.12,5.22
186,2022-12-02T00:00:00Z,SecurityEvent,OpsManager,TRUE,417213,0.371770218,1.940640538,0.131915706,2.072556244,180,0.12,5.22
187,2022-12-04T00:00:00Z,SecurityEvent,OpsManager,TRUE,415583,0.370684511,1.934973147,0.131530464,2.066503611,180,0.12,5.22
188,2022-12-06T00:00:00Z,SecurityEvent,OpsManager,TRUE,413967,0.36878608,1.925063337,0.130856841,2.055920177,180,0.12,5.22
